url,keyword,geo
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SI&q=Netflix&hl=en,Netflix,SI
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SB&q=Netflix&hl=en,Netflix,SB
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SO&q=Netflix&hl=en,Netflix,SO
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=ZA&q=Netflix&hl=en,Netflix,ZA
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=GS&q=Netflix&hl=en,Netflix,GS
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SS&q=Netflix&hl=en,Netflix,SS
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=ES&q=Netflix&hl=en,Netflix,ES
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=LK&q=Netflix&hl=en,Netflix,LK
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SD&q=Netflix&hl=en,Netflix,SD
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SR&q=Netflix&hl=en,Netflix,SR
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SJ&q=Netflix&hl=en,Netflix,SJ
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SE&q=Netflix&hl=en,Netflix,SE
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=CH&q=Netflix&hl=en,Netflix,CH
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SY&q=Netflix&hl=en,Netflix,SY
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TW&q=Netflix&hl=en,Netflix,TW
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TJ&q=Netflix&hl=en,Netflix,TJ
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TZ&q=Netflix&hl=en,Netflix,TZ
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TH&q=Netflix&hl=en,Netflix,TH
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TL&q=Netflix&hl=en,Netflix,TL
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TG&q=Netflix&hl=en,Netflix,TG
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TK&q=Netflix&hl=en,Netflix,TK
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TO&q=Netflix&hl=en,Netflix,TO
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TT&q=Netflix&hl=en,Netflix,TT
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TN&q=Netflix&hl=en,Netflix,TN
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TR&q=Netflix&hl=en,Netflix,TR
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TM&q=Netflix&hl=en,Netflix,TM
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TC&q=Netflix&hl=en,Netflix,TC
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=TV&q=Netflix&hl=en,Netflix,TV
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=UG&q=Netflix&hl=en,Netflix,UG
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=UA&q=Netflix&hl=en,Netflix,UA
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=AE&q=Netflix&hl=en,Netflix,AE
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=GB&q=Netflix&hl=en,Netflix,GB
